Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.9119274175702589,0.9089400309803054,0.8148926753706572,0.9373755255587519
precision,0.9242685025817556,0.9237623762376238,1.0,0.928322085175704
recall,0.8850953614315987,0.8787379326583471,0.6060748763833295,0.9392512361667059
f1,0.904257878277604,0.9006878243031254,0.7547280457410938,0.9337546816479402
sensitivity,0.8850953614315987,0.8787379326583471,0.6060748763833295,0.9392512361667059
specificity,0.9357127948236277,0.9357127948236277,1.0,0.9357127948236277
latency_ms,0.0895774847217618,0.05937147573127924,0.06808607312899086,0.23153736201449024
tamper_resistance,0.867,0.865,0.585,0.922
detection_rate,0.8850953614315987,0.8787379326583471,0.6060748763833295,0.9392512361667059
true_positives,3759,3732,2574,3989
true_negatives,4483,4483,4791,4483
false_positives,308,308,0,308
false_negatives,488,515,1673,258
