Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.9119274175702589,0.9089400309803054,0.8152246072139854,0.9373755255587519
precision,0.9242685025817556,0.9237623762376238,1.0,0.928322085175704
recall,0.8850953614315987,0.8787379326583471,0.6067812573581352,0.9392512361667059
f1,0.904257878277604,0.9006878243031254,0.7552754982415006,0.9337546816479402
latency_ms,0.09470327313586288,0.06635789455473752,0.07293635328461254,0.26265919063438964
tamper_resistance,0.862,0.8655,0.593,0.913
detection_rate,0.8850953614315987,0.8787379326583471,0.6067812573581352,0.9392512361667059
true_positives,3759,3732,2577,3989
true_negatives,4483,4483,4791,4483
false_positives,308,308,0,308
false_negatives,488,515,1670,258
