metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.8720416666666667,0.8698666666666667,0.8250083333333333,0.8720416666666667
avg_detection_time,0.00010774407585461934,6.827359994252523e-05,6.817732652028402e-05,0.00048091590007146197
f1,0.8759362350222595,0.873560798665652,0.7878910314037232,0.8759362350222595
false_negatives,5794,6055,20999,5794
false_positives,9561,9561,0,9561
precision,0.8500635124751047,0.8494472963184581,1.0,0.8500635124751047
recall,0.9034333333333333,0.8990833333333333,0.6500166666666667,0.9034333333333333
sensitivity,0.9034333333333333,0.8990833333333333,0.6500166666666667,0.9034333333333333
specificity,0.84065,0.84065,1.0,0.84065
true_negatives,50439,50439,60000,50439
true_positives,54206,53945,39001,54206
