Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.9119274175702589,0.9089400309803054,0.8137862358928967,0.9373755255587519
precision,0.9242685025817556,0.9237623762376238,1.0,0.928322085175704
recall,0.8850953614315987,0.8787379326583471,0.6037202731339769,0.9392512361667059
f1,0.904257878277604,0.9006878243031254,0.752899721039495,0.9337546816479402
sensitivity,0.8850953614315987,0.8787379326583471,0.6037202731339769,0.9392512361667059
specificity,0.9357127948236277,0.9357127948236277,1.0,0.9357127948236277
latency_ms,0.08779950151403385,0.059616040750846686,0.067528224302673,0.23152440964423812
tamper_resistance,0.865,0.851,0.5835,0.92
detection_rate,0.8850953614315987,0.8787379326583471,0.6037202731339769,0.9392512361667059
throughput_sps,11389.586304657552,16774.008931242177,14808.622769611558,4319.199005999438
true_positives,3759,3732,2564,3989
true_negatives,4483,4483,4791,4483
false_positives,308,308,0,308
false_negatives,488,515,1683,258
