Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.911925601750547,0.911925601750547,0.8282275711159738,0.9327133479212254
precision,0.9065868263473054,0.9065868263473054,1.0,0.9106529209621993
recall,0.9011904761904762,0.9011904761904762,0.6261904761904762,0.9464285714285714
f1,0.9038805970149253,0.9038805970149253,0.7701317715959004,0.9281961471103326
sensitivity,0.9011904761904762,0.9011904761904762,0.6261904761904762,0.9464285714285714
specificity,0.9210526315789473,0.9210526315789473,1.0,0.9210526315789473
latency_ms,0.09054049882116673,0.06064609573497814,0.0689718342453437,0.23898175821784287
tamper_resistance,0.8761904761904762,0.8773809523809524,0.594047619047619,0.9321428571428572
detection_rate,0.9011904761904762,0.9011904761904762,0.6261904761904762,0.9464285714285714
throughput_sps,11044.781208629902,16489.10763142897,14498.671971559319,4184.419796127092
true_positives,757,757,526,795
true_negatives,910,910,988,910
false_positives,78,78,0,78
false_negatives,83,83,314,45
