Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.9170378619153675,0.9175946547884187,0.816815144766147,0.9398663697104677
precision,0.9253365973072215,0.9254278728606357,1.0,0.9289044289044289
recall,0.8957345971563981,0.8969194312796208,0.6101895734597157,0.9443127962085308
f1,0.9102950030102348,0.9109506618531888,0.7579102281089036,0.936545240893067
sensitivity,0.8957345971563981,0.8969194312796208,0.6101895734597157,0.9443127962085308
specificity,0.9359243697478992,0.9359243697478992,1.0,0.9359243697478992
latency_ms,0.10058901092257426,0.06493945960743655,0.07469364688762843,0.29174362896279926
tamper_resistance,0.8838862559241706,0.8791469194312796,0.590047393364929,0.9312796208530806
detection_rate,0.8957345971563981,0.8969194312796208,0.6101895734597157,0.9443127962085308
throughput_sps,9941.443810096947,15398.95783003228,13388.019485839708,3427.666967587874
true_positives,756,757,515,797
true_negatives,891,891,952,891
false_positives,61,61,0,61
false_negatives,88,87,329,47
