metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.8053333333333333,0.7575,0.573,0.8021666666666667
avg_detection_time,0.0001390411059061686,0.0001000907023747762,0.00010125454266866049,0.00034426788489023844
f1,0.7924662402274343,0.72757910503651,0.2547993019197208,0.7883758245676592
false_negatives,770,1057,2562,789
false_positives,398,398,0,398
precision,0.8485540334855404,0.8299871849636907,1.0,0.8474511307014182
recall,0.7433333333333333,0.6476666666666666,0.146,0.737
sensitivity,0.7433333333333333,0.6476666666666666,0.146,0.737
specificity,0.8673333333333333,0.8673333333333333,1.0,0.8673333333333333
true_negatives,2602,2602,3000,2602
true_positives,2230,1943,438,2211
