metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.8053333333333333,0.7575,0.5731666666666667,0.7913333333333333
avg_detection_time,0.0001440075635910034,0.00010484548409779866,0.00010540223121643066,0.0003559745152791341
f1,0.7924662402274343,0.72757910503651,0.2553067752253562,0.7741702741702742
false_negatives,770,1057,2561,854
false_positives,398,398,0,398
precision,0.8485540334855404,0.8299871849636907,1.0,0.8435534591194969
recall,0.7433333333333333,0.6476666666666666,0.14633333333333334,0.7153333333333334
sensitivity,0.7433333333333333,0.6476666666666666,0.14633333333333334,0.7153333333333334
specificity,0.8673333333333333,0.8673333333333333,1.0,0.8673333333333333
true_negatives,2602,2602,3000,2602
true_positives,2230,1943,439,2146
