Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.9119274175702589,0.9089400309803054,0.8167736224828502,0.9373755255587519
precision,0.9242685025817556,0.9237623762376238,1.0,0.928322085175704
recall,0.8850953614315987,0.8787379326583471,0.6100777019072287,0.9392512361667059
f1,0.904257878277604,0.9006878243031254,0.7578239251243053,0.9337546816479402
sensitivity,0.8850953614315987,0.8787379326583471,0.6100777019072287,0.9392512361667059
specificity,0.9357127948236277,0.9357127948236277,1.0,0.9357127948236277
latency_ms,0.08866195526764598,0.05929064872017421,0.06672377922968095,0.2295787578716983
tamper_resistance,0.861,0.8755,0.5935,0.9225
detection_rate,0.8850953614315987,0.8787379326583471,0.6100777019072287,0.9392512361667059
throughput_sps,11278.794799655343,16866.066092809342,14987.160672625194,4355.8036870242895
true_positives,3759,3732,2591,3989
true_negatives,4483,4483,4791,4483
false_positives,308,308,0,308
false_negatives,488,515,1656,258
