Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.9119274175702589,0.9089400309803054,0.8163310466917459,0.9373755255587519
precision,0.9242685025817556,0.9237623762376238,1.0,0.928322085175704
recall,0.8850953614315987,0.8787379326583471,0.6091358606074876,0.9392512361667059
f1,0.904257878277604,0.9006878243031254,0.7570968685981855,0.9337546816479402
sensitivity,0.8850953614315987,0.8787379326583471,0.6091358606074876,0.9392512361667059
specificity,0.9357127948236277,0.9357127948236277,1.0,0.9357127948236277
latency_ms,0.08771265996032702,0.05892592474643465,0.06677260781896144,0.22920094962984253
tamper_resistance,0.873,0.8465,0.593,0.9265
detection_rate,0.8850953614315987,0.8787379326583471,0.6091358606074876,0.9392512361667059
throughput_sps,11400.86277684779,16970.45917061328,14976.201060040517,4362.983668326816
true_positives,3759,3732,2587,3989
true_negatives,4483,4483,4791,4483
false_positives,308,308,0,308
false_negatives,488,515,1660,258
