Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.911925601750547,0.911925601750547,0.8276805251641138,0.9327133479212254
precision,0.9065868263473054,0.9065868263473054,1.0,0.9106529209621993
recall,0.9011904761904762,0.9011904761904762,0.625,0.9464285714285714
f1,0.9038805970149253,0.9038805970149253,0.7692307692307693,0.9281961471103326
sensitivity,0.9011904761904762,0.9011904761904762,0.625,0.9464285714285714
specificity,0.9210526315789473,0.9210526315789473,1.0,0.9210526315789473
latency_ms,0.0901794798786322,0.06041224206302567,0.06864929094878015,0.23184537365869567
tamper_resistance,0.888095238095238,0.8797619047619047,0.6011904761904762,0.9297619047619048
detection_rate,0.9011904761904762,0.9011904761904762,0.625,0.9464285714285714
throughput_sps,11088.99720142373,16552.936389229522,14566.79284198447,4313.219557583756
true_positives,757,757,525,795
true_negatives,910,910,988,910
false_positives,78,78,0,78
false_negatives,83,83,315,45
