Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.911925601750547,0.911925601750547,0.8238512035010941,0.9327133479212254
precision,0.9065868263473054,0.9065868263473054,1.0,0.9106529209621993
recall,0.9011904761904762,0.9011904761904762,0.6166666666666667,0.9464285714285714
f1,0.9038805970149253,0.9038805970149253,0.7628865979381444,0.9281961471103326
sensitivity,0.9011904761904762,0.9011904761904762,0.6166666666666667,0.9464285714285714
specificity,0.9210526315789473,0.9210526315789473,1.0,0.9210526315789473
latency_ms,0.09267778834837531,0.060605141996554784,0.06841413301764222,0.232141570919713
tamper_resistance,0.8904761904761904,0.8797619047619047,0.6059523809523809,0.9333333333333333
detection_rate,0.9011904761904762,0.9011904761904762,0.6166666666666667,0.9464285714285714
throughput_sps,10790.071902029053,16500.25009522867,14616.862859931674,4307.716175255201
true_positives,757,757,518,795
true_negatives,910,910,988,910
false_positives,78,78,0,78
false_negatives,83,83,322,45
