Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.911925601750547,0.911925601750547,0.8222100656455142,0.9327133479212254
precision,0.9065868263473054,0.9065868263473054,1.0,0.9106529209621993
recall,0.9011904761904762,0.9011904761904762,0.6130952380952381,0.9464285714285714
f1,0.9038805970149253,0.9038805970149253,0.7601476014760148,0.9281961471103326
sensitivity,0.9011904761904762,0.9011904761904762,0.6130952380952381,0.9464285714285714
specificity,0.9210526315789473,0.9210526315789473,1.0,0.9210526315789473
latency_ms,0.0902205640429741,0.061827624131083746,0.07009832290382302,0.23648723209973757
tamper_resistance,0.8845238095238095,0.8797619047619047,0.5988095238095238,0.9285714285714286
detection_rate,0.9011904761904762,0.9011904761904762,0.6130952380952381,0.9464285714285714
throughput_sps,11083.947552397005,16174.000118132495,14265.676532262116,4228.55809643987
true_positives,757,757,515,795
true_negatives,910,910,988,910
false_positives,78,78,0,78
false_negatives,83,83,325,45
