Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.9170378619153675,0.9175946547884187,0.8190423162583519,0.9398663697104677
precision,0.9253365973072215,0.9254278728606357,1.0,0.9289044289044289
recall,0.8957345971563981,0.8969194312796208,0.6149289099526066,0.9443127962085308
f1,0.9102950030102348,0.9109506618531888,0.7615553925165077,0.936545240893067
sensitivity,0.8957345971563981,0.8969194312796208,0.6149289099526066,0.9443127962085308
specificity,0.9359243697478992,0.9359243697478992,1.0,0.9359243697478992
latency_ms,0.08996239218255193,0.060511856673820516,0.06932949435737458,0.23292180955542752
tamper_resistance,0.8862559241706162,0.8827014218009479,0.5888625592417062,0.9277251184834123
detection_rate,0.8957345971563981,0.8969194312796208,0.6149289099526066,0.9443127962085308
throughput_sps,11115.755992468467,16525.68694744139,14423.875570839642,4293.286240170798
true_positives,756,757,519,797
true_negatives,891,891,952,891
false_positives,61,61,0,61
false_negatives,88,87,325,47
