Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.9170378619153675,0.9175946547884187,0.8212694877505567,0.9404231625835189
precision,0.9253365973072215,0.9254278728606357,1.0,0.9289871944121071
recall,0.8957345971563981,0.8969194312796208,0.6196682464454977,0.9454976303317536
f1,0.9102950030102348,0.9109506618531888,0.7651792245793709,0.9371697005284793
latency_ms,0.09496028810938642,0.06105838745898818,0.06861330937171035,0.22850522485236016
tamper_resistance,0.8850710900473934,0.8791469194312796,0.6066350710900474,0.9324644549763034
detection_rate,0.8957345971563981,0.8969194312796208,0.6196682464454977,0.9454976303317536
true_positives,756,757,523,798
true_negatives,891,891,952,891
false_positives,61,61,0,61
false_negatives,88,87,321,46
