Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.9170378619153675,0.9175946547884187,0.8195991091314031,0.9398663697104677
precision,0.9253365973072215,0.9254278728606357,1.0,0.9289044289044289
recall,0.8957345971563981,0.8969194312796208,0.6161137440758294,0.9443127962085308
f1,0.9102950030102348,0.9109506618531888,0.7624633431085045,0.936545240893067
sensitivity,0.8957345971563981,0.8969194312796208,0.6161137440758294,0.9443127962085308
specificity,0.9359243697478992,0.9359243697478992,1.0,0.9359243697478992
latency_ms,0.09011239941773277,0.061928296673271335,0.06966057227289756,0.23894506467211749
tamper_resistance,0.8862559241706162,0.8696682464454977,0.5947867298578199,0.9253554502369669
detection_rate,0.8957345971563981,0.8969194312796208,0.6161137440758294,0.9443127962085308
throughput_sps,11097.25194825092,16147.707166498034,14355.322779756494,4185.0623756226505
true_positives,756,757,520,797
true_negatives,891,891,952,891
false_positives,61,61,0,61
false_negatives,88,87,324,47
